Job Title,Company,Location,Date Posted,Company ID,Post ID,URL
Senior Front End Developer - Ruby on...,CyberCoders,"San Francisco, CA",11-14-2016,cybercod,CJ1-125740589,https://www.dice.com/jobs/detail/Senior-Front-End-Developer-%26%2345-Ruby-on-Rails%2C-JavaScript%2C-React-CyberCoders-San-Francisco-CA-94101/cybercod/CJ1-125740589?icid=sr89-1p&q=ruby developer&l=
Sr Ruby on Rails Developer,"Ebits, Corporation","Washington, DC",11-14-2016,90815410,686768,https://www.dice.com/jobs/detail/Sr-Ruby-on-Rails-Developer-Ebits%2C-Corporation-Washington-DC-20001/90815410/686768?icid=sr90-1p&q=ruby developer&l=
Senior Ruby on Rails Developer,Austin Fraser USA,"Austin, TX",11-14-2016,10347650,BBBH2212-558,https://www.dice.com/jobs/detail/Senior-Ruby-on-Rails-Developer-Austin-Fraser-USA-Austin-TX-78701/10347650/BBBH2212-558?icid=sr91-1p&q=ruby developer&l=
Senior Full Stack Developer - Ruby on...,CyberCoders,"San Francisco, CA",11-13-2016,cybercod,HF-1286241133,https://www.dice.com/jobs/detail/Senior-Full-Stack-Developer-%26%2345-Ruby-on-Rails%2C-Postgres%2C-E%26%2345Commerc-CyberCoders-San-Francisco-CA-94101/cybercod/HF-1286241133?icid=sr92-1p&q=ruby developer&l=
Senior Full Stack Developer - Ruby on...,CyberCoders,"San Francisco, CA",11-14-2016,cybercod,HF-1286241134,https://www.dice.com/jobs/detail/Senior-Full-Stack-Developer-%26%2345-Ruby-on-Rails%2C-Postgres%2C-E%26%2345Commerc-CyberCoders-San-Francisco-CA-94101/cybercod/HF-1286241134?icid=sr93-1p&q=ruby developer&l=
Junior Ruby on Rails Developer,CyberCoders,"Arlington Heights, IL",11-14-2016,cybercod,RV3-132832312,https://www.dice.com/jobs/detail/Junior-Ruby-on-Rails-Developer-CyberCoders-Arlington-Heights-IL-60004/cybercod/RV3-132832312?icid=sr94-1p&q=ruby developer&l=
Sr. Ruby on Rails Developer - Medical...,CyberCoders,"Lakewood, CO",11-14-2016,cybercod,ST2-132321333,https://www.dice.com/jobs/detail/Sr.-Ruby-on-Rails-Developer-%26%2345-Medical-Device-CyberCoders-Lakewood-CO-80123/cybercod/ST2-132321333?icid=sr95-1p&q=ruby developer&l=
Ruby on Rails Software Engineer - Ruby...,CyberCoders,"New York, NY",11-14-2016,cybercod,KW2-132063224,https://www.dice.com/jobs/detail/Ruby-on-Rails-Software-Engineer-%26%2345-Ruby-on-Rails%2C-JavaScript%2C-MyS-CyberCoders-New-York-NY-10001/cybercod/KW2-132063224?icid=sr96-1p&q=ruby developer&l=
"Lead Software Engineer - Ruby on Rails,...",CyberCoders,"Chicago, IL",11-14-2016,cybercod,DM2-131964443,https://www.dice.com/jobs/detail/Lead-Software-Engineer-%26%2345-Ruby-on-Rails%2C-PostgreSQL%2C-Go-CyberCoders-Chicago-IL-60290/cybercod/DM2-131964443?icid=sr97-1p&q=ruby developer&l=
Tools Developer (Ruby),Taos,"San Jose, CA",11-04-2016,taosca,731526,https://www.dice.com/jobs/detail/Tools-Developer-%28Ruby%29-Taos-San-Jose-CA-95101/taosca/731526?icid=sr98-1p&q=ruby developer&l=
Senior Software Developer in Test (Ruby on...,CyberCoders,"Chicago, IL",11-13-2016,cybercod,JM3-132554918,https://www.dice.com/jobs/detail/Senior-Software-Developer-in-Test-%28Ruby-on-Rails%29-CyberCoders-Chicago-IL-60290/cybercod/JM3-132554918?icid=sr99-1p&q=ruby developer&l=
