Title,Company,Link,Location,Date,Company Id,Job Id
iOS / Android Developer - PAID RELOCATION and EQUITY,CyberCoders,"https://www.dice.com/jobs/detail/iOS-%26%2347-Android-Developer-%26%2345-PAID-RELOCATION-and-EQUITY-CyberCoders-Manhattan-NY-10001/cybercod/JB11-12536935?icid=sr106-1p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-18 08:29:51 -0500,cybercod,JB11-12536935
Python Developer,CyberCoders,"https://www.dice.com/jobs/detail/Python-Developer-CyberCoders-New-York-NY-10001/cybercod/PC2-123797713?icid=sr107-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:51 -0500,cybercod,PC2-123797713
Senior Software Engineer,Capital Markets Placement,"https://www.dice.com/jobs/detail/Senior-Software-Engineer-Capital-Markets-Placement-New-York-NY-10001/10120548/3645?icid=sr108-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:51 -0500,10120548,3645
Senior Software Engineer,Capital Markets Placement,"https://www.dice.com/jobs/detail/Senior-Software-Engineer-Capital-Markets-Placement-New-York-NY-10001/10120548/3575?icid=sr109-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:51 -0500,10120548,3575
Lead Low Latency Systems Engineer,Software Guidance & Assistance,"https://www.dice.com/jobs/detail/Lead-Low-Latency-Systems-Engineer-Software-Guidance-%26-Assistance-New-York-NY-10001/sgainc/15-04903?icid=sr110-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 12:29:51 -0500,sgainc,15-04903
DevOps Engineer,Eliassen Group,"https://www.dice.com/jobs/detail/DevOps-Engineer-Eliassen-Group-New-York-NY-10150/cxelisen/Eliassen_25568-777?icid=sr111-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 17:42:51 -0500,cxelisen,Eliassen_25568-777
Senior eCommerce Software Engineer,"Veredus, Inc.",http://www.dice.com/job/result/veredus/1056112?icid=sr112-1p,"New York, NY",2016-01-04 18:29:51 -0500,veredus,1056112
Linux Engineer,Open Systems Technologies,http://www.dice.com/job/result/opensyst/28657?icid=sr113-1p,"Jersey City, NJ",2016-01-11 18:29:51 -0500,opensyst,28657
Senior Front End Developer,Custom Staffing,"https://www.dice.com/jobs/detail/Senior-Front-End-Developer-Custom-Staffing-New-York-NY-10105/10301087/355364?icid=sr114-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-12 18:29:51 -0500,10301087,355364
VP of Devops,Capital Markets Placement,"https://www.dice.com/jobs/detail/VP-of-Devops-Capital-Markets-Placement-Brooklyn-NY-11201/10120548/3597?icid=sr115-1p&q=Ruby&l=Oakland, NJ","Brooklyn, NY",2016-01-18 08:29:51 -0500,10120548,3597
Devops Engineer,Capital Markets Placement,"https://www.dice.com/jobs/detail/Devops-Engineer-Capital-Markets-Placement-Brooklyn-NY-11201/10120548/3596?icid=sr116-1p&q=Ruby&l=Oakland, NJ","Brooklyn, NY",2016-01-18 08:29:51 -0500,10120548,3596
Production Ops / DevOps Engineer,Pull Skill Technologies,"https://www.dice.com/jobs/detail/Production-Ops-%26%2347-DevOps-Engineer-Pull-Skill-Technologies-New-York-City-NY-10001/90922281/359414?icid=sr117-1p&q=Ruby&l=Oakland, NJ","New York City, NY",2016-01-18 11:29:51 -0500,90922281,359414
Senior Build and Release Engineer,AVA Consulting,"https://www.dice.com/jobs/detail/Senior-Build-and-Release-Engineer-AVA-Consulting-New-York-NY-10001/10125450/AVA5262256?icid=sr118-1p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 11:29:51 -0500,10125450,AVA5262256
C++/STL/Boost C++/Heavy Database developer,Case Interactive,http://www.dice.com/job/result/10124613/1552?icid=sr119-1p,"New York, NY",2016-01-14 18:29:51 -0500,10124613,1552
CloudOps,RennerBrown,http://www.dice.com/job/result/10155161/290784?icid=sr120-1p,"New York City, NY",2015-12-18 18:29:51 -0500,10155161,290784
DevOps Engineer,eclaro,http://www.dice.com/job/result/ndi/15-12440?icid=sr121-2p,"New York, NY",2016-01-04 18:29:55 -0500,ndi,15-12440
OpenStack Engineer 4872,Queen Associates,"https://www.dice.com/jobs/detail/OpenStack-Engineer-4872-Queen-Associates-Manhattan-NY-10038/10101487a/354329?icid=sr122-2p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-12 18:29:55 -0500,10101487a,354329
Full Stack Web Developer,Aegistech Inc.,"https://www.dice.com/jobs/detail/Full-Stack-Web-Developer-Aegistech-Inc.-New-York-NY-10001/aegisoft/16392?icid=sr123-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 06:29:56 -0500,aegisoft,16392
DevOps Engineer,Shulman Fleming & Partners,http://www.dice.com/job/result/shulman/SA516423924?icid=sr124-2p,"New York, NY",2016-01-18 13:29:56 -0500,shulman,SA516423924
Site Reliability Engineer,Shulman Fleming & Partners,http://www.dice.com/job/result/shulman/SA630596713?icid=sr125-2p,"New York, NY",2016-01-18 13:29:56 -0500,shulman,SA630596713
Application Developer,Mitchell Martin,"https://www.dice.com/jobs/detail/Application-Developer-Mitchell-Martin-New-York-NY-10001/mitchmar1/MITCA000J4351?icid=sr126-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 15:29:56 -0500,mitchmar1,MITCA000J4351
Linux Cloud Engineer,Princeton Information Ltd,"https://www.dice.com/jobs/detail/Linux-Cloud-Engineer-Princeton-Information-Ltd-New-York-NY-10038/cxprince/16-00215?icid=sr127-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 15:29:56 -0500,cxprince,16-00215
Sr. Cloud Engineer,FCS Software Solutions LTD.,"https://www.dice.com/jobs/detail/Sr.-Cloud-Engineer-FCS-Software-Solutions-LTD.-New-York-NY-10001/acetek/as_hh%404370?icid=sr128-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 17:41:56 -0500,acetek,as_hh%404370
Cloud Platform Engineer (150-250k),Gambit Technologies,"https://www.dice.com/jobs/detail/Cloud-Platform-Engineer-%28150%26%2345250k%29-Gambit-Technologies-New-York-NY-10001/10116662/KB32522801021?icid=sr129-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 18:29:56 -0500,10116662,KB32522801021
"DevOps Infrastructure Team Lead, with Chef and Hadoop (250-500k)",Gambit Technologies,"https://www.dice.com/jobs/detail/DevOps-Infrastructure-Team-Lead%2C-with-Chef-and-Hadoop-%28250%26%2345500k%29-Gambit-Technologies-New-York-NY-10001/10116662/NT904290911?icid=sr130-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 18:29:56 -0500,10116662,NT904290911
Cloud Software Engineer - Elite Hedge Fund (150k - 220k),Gambit Technologies,"https://www.dice.com/jobs/detail/Cloud-Software-Engineer-%26%2345-Elite-Hedge-Fund-%28150k-%26%2345-220k%29-Gambit-Technologies-New-York-NY-10001/10116662/JS916675625?icid=sr131-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 18:29:56 -0500,10116662,JS916675625
Lead Software Engineer( 150-300k),Gambit Technologies,"https://www.dice.com/jobs/detail/Lead-Software-Engineer%28-150%26%2345300k%29-Gambit-Technologies-New-York-NY-10001/10116662/AZ9570297924?icid=sr132-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 18:29:56 -0500,10116662,AZ9570297924
Open Stack  Cloud Engineer - AWS,Top Source International Inc.,"https://www.dice.com/jobs/detail/Open-Stack--Cloud-Engineer-%26%2345-AWS-Top-Source-International-Inc.-New-York-NY-10017/10107242/277231?icid=sr133-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-11 18:29:56 -0500,10107242,277231
Linux Engineer,HALLMARK GLOBAL TECHNOLOGIES INC,"https://www.dice.com/jobs/detail/Linux-Engineer-HALLMARK-GLOBAL-TECHNOLOGIES-INC-Jersey-City-NJ-07302/PERFRES/788880?icid=sr134-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-15 18:29:56 -0500,PERFRES,788880
QA with TestNG,DATASYS CONSULTING & SOFTWARE INC,http://www.dice.com/job/result/10314755/QANYC-CPI?icid=sr135-2p,"New York, NY",2016-01-15 18:29:56 -0500,10314755,QANYC-CPI
.Net development Lead,"International Millennium Consultants, Inc. (IMC)","https://www.dice.com/jobs/detail/.Net-development-Lead-International-Millennium-Consultants%2C-Inc.-%28IMC%29-New-York-NY-10001/imccorp/5249885?icid=sr136-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 15:29:56 -0500,imccorp,5249885
.NET Development Lead,GDH Consulting,"https://www.dice.com/jobs/detail/.NET-Development-Lead-GDH-Consulting-New-York-NY-10150/10112156/GDH_30752-965?icid=sr137-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 17:40:56 -0500,10112156,GDH_30752-965
Senior UX Designer/Front End Developer - NYC,Deloitte,"https://www.dice.com/jobs/detail/Senior-UX-Designer%26%2347Front-End-Developer-%26%2345-NYC-Deloitte-New-York-NY-10001/10106525/21525802000006082?icid=sr138-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 07:29:56 -0500,10106525,21525802000006082
Principal Architect (JavaScript),Acclaim Systems,http://www.dice.com/job/result/acclaim/ACC-NY-Prin?icid=sr139-2p,"New York, NY",2016-01-18 08:29:56 -0500,acclaim,ACC-NY-Prin
Red Hat Systems Engineer Linux Trading Banking Finance Jersey City NJ,Joseph Harry Ltd,"https://www.dice.com/jobs/detail/Red-Hat-Systems-Engineer-Linux-Trading-Banking-Finance-Jersey-City-NJ-Joseph-Harry-Ltd-Jersey-City-NJ-07307/10528254/SRRH?icid=sr140-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-04 18:29:56 -0500,10528254,SRRH
Red Hat Systems Engineer Linux Trading Banking Finance New York City New York,Joseph Harry Ltd,"https://www.dice.com/jobs/detail/Red-Hat-Systems-Engineer-Linux-Trading-Banking-Finance-New-York-City-New-York-Joseph-Harry-Ltd-New-York-City-NY-10005/10528254/SRR2?icid=sr141-2p&q=Ruby&l=Oakland, NJ","New York City, NY",2016-01-04 18:29:56 -0500,10528254,SRR2
Sr JavaScript Consultant/Architect,Acclaim Systems,http://www.dice.com/job/result/acclaim/ACC-NY-SE?icid=sr142-2p,"New York, NY",2016-01-18 08:29:56 -0500,acclaim,ACC-NY-SE
Senior Full Stack Developer - Transformative Consultancy Firm!,CyberCoders,"https://www.dice.com/jobs/detail/Senior-Full-Stack-Developer-%26%2345-Transformative-Consultancy-Firm%21-CyberCoders-New-York-NY-10001/cybercod/JV1-12571091?icid=sr143-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:56 -0500,cybercod,JV1-12571091
LINUX SYSTEM ADMINISTRATOR - FULLTIME,"CAT Technology, Inc","https://www.dice.com/jobs/detail/LINUX-SYSTEM-ADMINISTRATOR-%26%2345-FULLTIME-CAT-Technology%2C-Inc-Jersey-City-NJ-07303/10109559/12232015-LA?icid=sr144-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-04 18:29:56 -0500,10109559,12232015-LA
"Software Engineer - Angular, Rails, or Go // MASSIVE Growth!",CyberCoders,"https://www.dice.com/jobs/detail/Software-Engineer-%26%2345-Angular%2C-Rails%2C-or-Go-%26%2347%26%2347-MASSIVE-Growth%21-CyberCoders-New-York-NY-10001/cybercod/CC4-12554122?icid=sr145-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 07:29:56 -0500,cybercod,CC4-12554122
Lead Developer - Innovative Storage and Rental Services Platform,CyberCoders,"https://www.dice.com/jobs/detail/Lead-Developer-%26%2345-Innovative-Storage-and-Rental-Services-Platform-CyberCoders-New-York-NY-10001/cybercod/DM2-12535355?icid=sr146-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 07:29:56 -0500,cybercod,DM2-12535355
".NET Developer - .NET Development experience, Experience with Wi",CyberCoders,"https://www.dice.com/jobs/detail/.NET-Developer-%26%2345-.NET-Development-experience%2C-Experience-with-Wi-CyberCoders-New-York-NY-10001/cybercod/NT1-123205220?icid=sr147-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 07:29:56 -0500,cybercod,NT1-123205220
Technical Director - first internal CS hire!,CyberCoders,"https://www.dice.com/jobs/detail/Technical-Director-%26%2345-first-internal-CS-hire%21-CyberCoders-New-York-NY-10001/cybercod/GB1-124517011?icid=sr148-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:56 -0500,cybercod,GB1-124517011
"Front End Web Developer - JQuery, RoR, Haml/Sass - $80-120K DOE",CyberCoders,"https://www.dice.com/jobs/detail/Front-End-Web-Developer-%26%2345-JQuery%2C-RoR%2C-Haml%26%2347Sass-%26%2345-%2480%26%2345120K-DOE-CyberCoders-New-York-NY-10001/cybercod/CD1-12555852?icid=sr149-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:56 -0500,cybercod,CD1-12555852
Senior Front End Engineer (Lead) For Cutting-Edge Medical Co.,CyberCoders,"https://www.dice.com/jobs/detail/Senior-Front-End-Engineer-%28Lead%29-For-Cutting%26%2345Edge-Medical-Co.-CyberCoders-New-York-NY-10001/cybercod/SC1-119251726?icid=sr150-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:56 -0500,cybercod,SC1-119251726
Fast growing and hip tech company seeks a BOMB Full Stack Engin,CyberCoders,"https://www.dice.com/jobs/detail/Fast-growing-and-hip-tech-company-seeks-a-BOMB-Full-Stack-Engin-CyberCoders-New-York-NY-10001/cybercod/RL2-121994418?icid=sr151-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 07:29:56 -0500,cybercod,RL2-121994418
Grails Developer - Mid to Senior Level roles!,CyberCoders,"https://www.dice.com/jobs/detail/Grails-Developer-%26%2345-Mid-to-Senior-Level-roles%21-CyberCoders-New-York-NY-10001/cybercod/RK3-12542294?icid=sr152-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:56 -0500,cybercod,RK3-12542294
Full Stack Engineer: Fastest Growing Start Up In the World,Averity,"https://www.dice.com/jobs/detail/Full-Stack-Engineer%3A-Fastest-Growing-Start-Up-In-the-World-Averity-New-York-NY-10016/90906950/236330?icid=sr153-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-04 18:29:56 -0500,90906950,236330
Senior Data Engineer - must have AWS !,CyberCoders,"https://www.dice.com/jobs/detail/Senior-Data-Engineer-%26%2345-must-have-AWS-%21-CyberCoders-New-York-NY-10001/cybercod/GB1-123875716?icid=sr154-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 07:29:56 -0500,cybercod,GB1-123875716
Senior iOS Developer - $130k+ salary and equity,CyberCoders,"https://www.dice.com/jobs/detail/Senior-iOS-Developer-%26%2345-%24130k%2B-salary-and-equity-CyberCoders-Manhattan-NY-10001/cybercod/JB11-12569191?icid=sr155-2p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-18 07:29:56 -0500,cybercod,JB11-12569191
Company helping start-ups grow needs a stud FullStack developer!,CyberCoders,"https://www.dice.com/jobs/detail/Company-helping-start%26%2345ups-grow-needs-a-stud-FullStack-developer%21-CyberCoders-New-York-NY-10001/cybercod/RL2-120672828?icid=sr156-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:56 -0500,cybercod,RL2-120672828
RRuby on Rails Consultant (TL & developer),GlobeSoft Resources,"https://www.dice.com/jobs/detail/RRuby-on-Rails-Consultant-%28TL-%26-developer%29-GlobeSoft-Resources-East-Hanover-NJ-07936/10114216/GR15-1208?icid=sr157-2p&q=Ruby&l=Oakland, NJ","East Hanover, NJ",2015-12-18 18:29:56 -0500,10114216,GR15-1208
DevOps Architect,HALLMARK GLOBAL TECHNOLOGIES INC,"https://www.dice.com/jobs/detail/DevOps-Architect-HALLMARK-GLOBAL-TECHNOLOGIES-INC-New-York-NY-10001/PERFRES/841598?icid=sr158-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-15 18:29:56 -0500,PERFRES,841598
Reliability Engineer / Python Automation Engineer,Gambit Technologies,"https://www.dice.com/jobs/detail/Reliability-Engineer-%26%2347-Python-Automation-Engineer-Gambit-Technologies-New-York-NY-10001/10116662/JP279953625?icid=sr159-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 18:29:56 -0500,10116662,JP279953625
Devops/Linux Engineer (150-250k),Gambit Technologies,"https://www.dice.com/jobs/detail/Devops%26%2347Linux-Engineer-%28150%26%2345250k%29-Gambit-Technologies-New-York-NY-10001/10116662/JP84460858?icid=sr160-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 18:29:56 -0500,10116662,JP84460858
Three Build & Release Engineers; NYC NY; $ 62/hr W2,Beechwood Computing Ltd,"https://www.dice.com/jobs/detail/Three-Build-%26-Release-Engineers%3B-NYC-NY%3B-%24-62%26%2347hr-W2-Beechwood-Computing-Ltd-New-York-City-NY-10001/beeca002/KDL5262256?icid=sr161-2p&q=Ruby&l=Oakland, NJ","New York City, NY",2016-01-18 17:29:56 -0500,beeca002,KDL5262256
FULL STACK WEB DEVELOPER - Hedge Fund - $150k,Gambit Technologies,"https://www.dice.com/jobs/detail/FULL-STACK-WEB-DEVELOPER-%26%2345-Hedge-Fund-%26%2345-%24150k-Gambit-Technologies-New-York-NY-10001/10116662/JS28352714?icid=sr162-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 18:29:56 -0500,10116662,JS28352714
Full Stack Developer - Tech Driven Hedge Fund ($150k - $200k),Gambit Technologies,"https://www.dice.com/jobs/detail/Full-Stack-Developer-%26%2345-Tech-Driven-Hedge-Fund-%28%24150k-%26%2345-%24200k%29-Gambit-Technologies-New-York-NY-10001/10116662/SD3083575411?icid=sr163-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 18:29:56 -0500,10116662,SD3083575411
AWS/Cloud Infrastructure Dev/Ops Lead(Multiple Roles),Case Interactive,http://www.dice.com/job/result/10124613/1668?icid=sr164-2p,"New York, NY",2016-01-14 18:29:56 -0500,10124613,1668
14 Formidable Python Developers Needed!,Randstad Technologies,"https://www.dice.com/jobs/detail/14-Formidable-Python-Developers-Needed%21-Randstad-Technologies-New-York-NY-10005/10115700a/463350?icid=sr165-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 15:29:56 -0500,10115700a,463350
16 Scintillating Java Developers Needed!,Randstad Technologies,"https://www.dice.com/jobs/detail/16-Scintillating-Java-Developers-Needed%21-Randstad-Technologies-New-York-NY-10005/10115700a/463351?icid=sr166-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 15:29:56 -0500,10115700a,463351
"Site Reliability Engineers, can you handle a 5ms HBase Read time?",Gambit Technologies,"https://www.dice.com/jobs/detail/Site-Reliability-Engineers%2C-can-you-handle-a-5ms-HBase-Read-time%26%2363-Gambit-Technologies-New-York-NY-10001/10116662/NT60007941?icid=sr167-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 18:29:56 -0500,10116662,NT60007941
Dot Net Lead required at Newyork with consulting firm,Imetris Corporation,"https://www.dice.com/jobs/detail/Dot-Net-Lead-required-at-Newyork-with-consulting-firm-Imetris-Corporation-New-York-NY-10001/onyx/5249885?icid=sr168-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-11 18:29:56 -0500,onyx,5249885
RoR UI Developer,AVA Consulting,"https://www.dice.com/jobs/detail/RoR-UI-Developer-AVA-Consulting-New-York-NY-10001/10125450/AVA5262309?icid=sr169-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 11:29:56 -0500,10125450,AVA5262309
Senior Infrastructure Engineer,Mosaic Solutions LLC.,"https://www.dice.com/jobs/detail/Senior-Infrastructure-Engineer-Mosaic-Solutions-LLC.-New-York-NY-10018/10120113/SIEP?icid=sr170-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-13 18:29:56 -0500,10120113,SIEP
DevOps Linux AWS Python,Career Path Group LLC,"https://www.dice.com/jobs/detail/DevOps-Linux-AWS-Python-Career-Path-Group-LLC-Brooklyn-NY-11221/90751608/298931?icid=sr171-2p&q=Ruby&l=Oakland, NJ","Brooklyn, NY",2016-01-11 18:29:56 -0500,90751608,298931
Investment Banking C#/.Net Full Stack Developer,Garrison Associates,http://www.dice.com/job/result/emtekny/minvbankfullsta?icid=sr172-2p,"New York, NY",2016-01-04 18:29:56 -0500,emtekny,minvbankfullsta
LINUX SYSTEMS ENGINEER,Lenmar Consulting,"https://www.dice.com/jobs/detail/LINUX-SYSTEMS-ENGINEER-Lenmar-Consulting-Jersey-City-NJ-07311/10116775/ACRH?icid=sr173-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-13 18:29:56 -0500,10116775,ACRH
Linux Systems Engineer,Lenmar Consulting,"https://www.dice.com/jobs/detail/Linux-Systems-Engineer-Lenmar-Consulting-Jersey-City-NJ-07311/10116775/358874?icid=sr174-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-14 18:29:56 -0500,10116775,358874
system engineer,Lenmar Consulting,"https://www.dice.com/jobs/detail/system-engineer-Lenmar-Consulting-Jersey-City-NJ-07311/10116775/319671?icid=sr175-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-15 18:29:56 -0500,10116775,319671
Software Engineer,Genesis10,"https://www.dice.com/jobs/detail/Software-Engineer-Genesis10-New-York-NY-10001/gentx001/15-08846?icid=sr176-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 17:29:56 -0500,gentx001,15-08846
RoR UI Developer,Kforce Inc.,"https://www.dice.com/jobs/detail/RoR-UI-Developer-Kforce-Inc.-New-York-NY-10001/kforcecx/ITWQG1494497?icid=sr177-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 16:29:56 -0500,kforcecx,ITWQG1494497
Trading Linux Systems Engineer (Linux Red Hat Redhat New York),Joseph Harry Ltd,"https://www.dice.com/jobs/detail/Trading-Linux-Systems-Engineer-%28Linux-Red-Hat-Redhat-New-York%29-Joseph-Harry-Ltd-New-York-NY-10001/10528254/263131?icid=sr178-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-04 18:29:56 -0500,10528254,263131
QA Analyst (W2 pay),"Stefanini, Inc.","https://www.dice.com/jobs/detail/QA-Analyst-%28W2-pay%29-Stefanini%2C-Inc.-New-York-NY-10001/10106616/330393?icid=sr179-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-12 18:29:56 -0500,10106616,330393
Senior DevOps Engineer,Bicitis Group,"https://www.dice.com/jobs/detail/Senior-DevOps-Engineer-Bicitis-Group-New-York-NY-10016/10122469/350858?icid=sr180-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-11 18:29:56 -0500,10122469,350858
Sr.DevOps Engineer,Bicitis Group,"https://www.dice.com/jobs/detail/Sr.DevOps-Engineer-Bicitis-Group-New-York-NY-10016/10122469/354040?icid=sr181-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-11 18:29:56 -0500,10122469,354040
"Senior Application Developer (Java, SaaS)","Touchstream Technologies, Inc","https://www.dice.com/jobs/detail/Senior-Application-Developer-%28Java%2C-SaaS%29-Touchstream-Technologies%2C-Inc-New-York-City-NY-10016/RTX1a495d/332970?icid=sr182-2p&q=Ruby&l=Oakland, NJ","New York City, NY",2015-12-18 18:29:56 -0500,RTX1a495d,332970
"Sr. Front End Engineer, NYT Cooking",The New York Times Company,"https://www.dice.com/jobs/detail/Sr.-Front-End-Engineer%2C-NYT-Cooking-The-New-York-Times-Company-New-York-NY-10018/RTL156430/22485?icid=sr183-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-04 18:29:56 -0500,RTL156430,22485
Web Administrator and Systems Support Manager,New York University,"https://www.dice.com/jobs/detail/Web-Administrator-and-Systems-Support-Manager-New-York-University-New-York-NY-10003/10414695/20099092?icid=sr184-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-11 18:29:56 -0500,10414695,20099092
DevOps Engineer,Scivantage,"https://www.dice.com/jobs/detail/DevOps-Engineer-Scivantage-Jersey-City-NJ-07310/RTX19f0d6/354088?icid=sr185-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-11 18:29:56 -0500,RTX19f0d6,354088
Japanese/English Speaking Java Software Engineer,2 Bridge Partners,"https://www.dice.com/jobs/detail/Japanese%26%2347English-Speaking-Java-Software-Engineer-2-Bridge-Partners-New-York-NY-10005/90827581/348155?icid=sr186-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-12 18:29:56 -0500,90827581,348155
Javascript Engineer,Logic,"https://www.dice.com/jobs/detail/Javascript-Engineer-Logic-New-York-NY-10036/10287265/282103?icid=sr187-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-13 18:29:56 -0500,10287265,282103
Tech Lead- Mule ESB,Nisum Technologies,http://www.dice.com/job/result/RTX153458/360014?icid=sr188-2p,"New York, NY",2016-01-14 18:29:56 -0500,RTX153458,360014
Web Design Engineer,Talent Inc.,"https://www.dice.com/jobs/detail/Web-Design-Engineer-Talent-Inc.-New-York-NY-10003/RTX1a601f/wspos359622?icid=sr189-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-14 18:29:56 -0500,RTX1a601f,wspos359622
Strategic Solutions Architect  Security,OnX Enterprise Solutions,"https://www.dice.com/jobs/detail/Strategic-Solutions-Architect--Security-OnX-Enterprise-Solutions-Manhattan-NY-10001/10117905/137649?icid=sr190-2p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-14 18:29:56 -0500,10117905,137649
Azure Architect,"VDX, Inc.","https://www.dice.com/jobs/detail/Azure-Architect-VDX%2C-Inc.-Cranford-NJ-07016/10415298/VDXAZURENYTRI?icid=sr191-2p&q=Ruby&l=Oakland, NJ","Cranford, NJ",2016-01-15 18:29:56 -0500,10415298,VDXAZURENYTRI
Software Developer,H4 Technology,"https://www.dice.com/jobs/detail/Software-Developer-H4-Technology-Nyc-NY-10001/10483787/268694?icid=sr192-2p&q=Ruby&l=Oakland, NJ","Nyc, NY",2016-01-15 18:29:56 -0500,10483787,268694
Senior Software Engineer,Schoology,"https://www.dice.com/jobs/detail/Senior-Software-Engineer-Schoology-New-York-NY-10001/10406528/261285?icid=sr193-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-15 18:29:56 -0500,10406528,261285
Front End Developer,MRM Worldwide,"https://www.dice.com/jobs/detail/Front-End-Developer-MRM-Worldwide-New-York-NY-10017/RTX121987/552?icid=sr194-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-15 18:29:56 -0500,RTX121987,552
DevOps Engineer,JMD Partners,"https://www.dice.com/jobs/detail/DevOps-Engineer-JMD-Partners-New-York-NY-10004/10225460/218445?icid=sr195-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-15 18:29:56 -0500,10225460,218445
Software Engineer - IBM Watson,essextec,http://www.dice.com/job/result/10185698/ny-434?icid=sr196-2p,"New York, NY",2016-01-16 18:29:56 -0500,10185698,ny-434
Platform Analyst,Glocomms,"https://www.dice.com/jobs/detail/Platform-Analyst-Glocomms-New-York-NY-10001/10435779/452431271653?icid=sr197-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 04:29:56 -0500,10435779,452431271653
SALESFORCE DEVELOPER,CPS Comtech,"https://www.dice.com/jobs/detail/SALESFORCE-DEVELOPER-CPS-Comtech-Jersey-City-NJ-07311/10369046/202920?icid=sr198-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-18 12:29:56 -0500,10369046,202920
